pool,pos,above.llod,limit,total.tests,tests.per.sample,tn,tp,fn,fp
10,8,0.15000000000000002,35,11,1.1,0,1,0,0
10,8,0.2,35,10.999,1.0999,0,0.9999,1e-4,0
10,8,0.25,35,11,1.1,0,1,0,0
10,8,0.3,35,10.999,1.0999,0,0.9999,1e-4,0
10,9,0.05,35,10.999,1.0999,0,0.9999,1e-4,0
10,9,0.1,35,10.995,1.0995,0,0.9995,5e-4,0
10,9,0.15000000000000002,35,11,1.1,0,1,0,0
10,9,0.2,35,10.999,1.0999,0,0.9999,1e-4,0
10,9,0.25,35,10.996,1.0996000000000001,0,0.9996,4e-4,0
10,9,0.3,35,10.999,1.0999,0,0.9999,1e-4,0
10,10,0.05,35,10.998,1.0997999999999999,0,0.9998,2e-4,0
10,10,0.1,35,10.997,1.0997,0,0.9997,3.0000000000000003e-4,0
10,10,0.15000000000000002,35,10.999,1.0999,0,0.9999,1e-4,0
10,10,0.2,35,11,1.1,0,1,0,0
10,10,0.25,35,10.999,1.0999,0,0.9999,1e-4,0
10,10,0.3,35,10.997,1.0997,0,0.9997,3.0000000000000003e-4,0
11,0,0.05,35,1,0.09090909090909091,1,0,0,0
11,0,0.1,35,1,0.09090909090909091,1,0,0,0
11,0,0.15000000000000002,35,1,0.09090909090909091,1,0,0,0
11,0,0.2,35,1,0.09090909090909091,1,0,0,0
11,0,0.25,35,1,0.09090909090909091,1,0,0,0
11,0,0.3,35,1,0.09090909090909091,1,0,0,0
11,1,0.05,35,11.4412,1.0401090909090909,0,0.9492,0.0508,0
11,1,0.1,35,10.9055,0.9914090909090909,0,0.9005,0.0995,0
11,1,0.15000000000000002,35,10.3852,0.9441090909090909,0,0.8532,0.1468,0
11,1,0.2,35,9.9474,0.904309090909091,0,0.8134,0.1866,0
11,1,0.25,35,9.3611,0.8510090909090909,0,0.7601,0.2399,0
11,1,0.3,35,8.8837,0.8076090909090908,0,0.7167,0.2833,0
11,2,0.05,35,11.9637,1.0876090909090907,0,0.9967,0.0033,0
11,2,0.1,35,11.8548,1.0777090909090907,0,0.9868,0.0132,0
11,2,0.15000000000000002,35,11.7382,1.067109090909091,0,0.9762,0.0238,0
11,2,0.2,35,11.5402,1.049109090909091,0,0.9582,0.0418,0
11,2,0.25,35,11.2872,1.0261090909090909,0,0.9352,0.0648,0
11,2,0.3,35,11.0331,1.0030090909090907,0,0.9121,0.0879,0
11,3,0.05,35,11.9978,1.0907090909090909,0,0.9998,2e-4,0
11,3,0.1,35,11.9692,1.088109090909091,0,0.9972,0.0028,0
11,3,0.15000000000000002,35,11.945,1.085909090909091,0,0.995,0.005,0
11,3,0.2,35,11.8999,1.081809090909091,0,0.9909,0.0091,0
11,3,0.25,35,11.802,1.0729090909090908,0,0.982,0.018,0
11,3,0.3,35,11.7173,1.065209090909091,0,0.9743,0.0257,0
11,4,0.05,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,4,0.1,35,11.9934,1.090309090909091,0,0.9994,6.000000000000001e-4,0
11,4,0.15000000000000002,35,11.9857,1.089609090909091,0,0.9987,0.0013,0
11,4,0.2,35,11.9747,1.0886090909090909,0,0.9977,0.0023,0
11,4,0.25,35,11.9516,1.0865090909090909,0,0.9956,0.0044,0
11,4,0.3,35,11.8944,1.0813090909090908,0,0.9904,0.0096,0
11,5,0.05,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,5,0.1,35,12,1.0909090909090908,0,1,0,0
11,5,0.15000000000000002,35,11.9945,1.0904090909090909,0,0.9995,5e-4,0
11,5,0.2,35,11.9901,1.090009090909091,0,0.9991,9e-4,0
11,5,0.25,35,11.9835,1.0894090909090908,0,0.9985,0.0015,0
11,5,0.3,35,11.9714,1.088309090909091,0,0.9974,0.0026,0
11,6,0.05,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,6,0.1,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,6,0.15000000000000002,35,11.9967,1.0906090909090909,0,0.9997,3.0000000000000003e-4,0
11,6,0.2,35,11.9956,1.0905090909090909,0,0.9996,4e-4,0
11,6,0.25,35,11.989,1.089909090909091,0,0.999,0.001,0
11,6,0.3,35,11.9791,1.089009090909091,0,0.9981,0.0019,0
11,7,0.05,35,11.9978,1.0907090909090909,0,0.9998,2e-4,0
11,7,0.1,35,11.9967,1.0906090909090909,0,0.9997,3.0000000000000003e-4,0
11,7,0.15000000000000002,35,11.9978,1.0907090909090909,0,0.9998,2e-4,0
11,7,0.2,35,11.9978,1.0907090909090909,0,0.9998,2e-4,0
11,7,0.25,35,11.9967,1.0906090909090909,0,0.9997,3.0000000000000003e-4,0
11,7,0.3,35,11.9901,1.090009090909091,0,0.9991,9e-4,0
11,8,0.05,35,11.9967,1.0906090909090909,0,0.9997,3.0000000000000003e-4,0
11,8,0.1,35,12,1.0909090909090908,0,1,0,0
11,8,0.15000000000000002,35,11.9956,1.0905090909090909,0,0.9996,4e-4,0
11,8,0.2,35,11.9978,1.0907090909090909,0,0.9998,2e-4,0
11,8,0.25,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,8,0.3,35,11.9978,1.0907090909090909,0,0.9998,2e-4,0
11,9,0.05,35,12,1.0909090909090908,0,1,0,0
11,9,0.1,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,9,0.15000000000000002,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,9,0.2,35,11.9967,1.0906090909090909,0,0.9997,3.0000000000000003e-4,0
11,9,0.25,35,11.9978,1.0907090909090909,0,0.9998,2e-4,0
11,9,0.3,35,11.9978,1.0907090909090909,0,0.9998,2e-4,0
11,10,0.05,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,10,0.1,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,10,0.15000000000000002,35,11.9978,1.0907090909090909,0,0.9998,2e-4,0
11,10,0.2,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,10,0.25,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,10,0.3,35,12,1.0909090909090908,0,1,0,0
11,11,0.05,35,11.9978,1.0907090909090909,0,0.9998,2e-4,0
11,11,0.1,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,11,0.15000000000000002,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,11,0.2,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,11,0.25,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
11,11,0.3,35,11.9989,1.090809090909091,0,0.9999,1e-4,0
12,0,0.05,35,1,0.08333333333333333,1,0,0,0
12,0,0.1,35,1,0.08333333333333333,1,0,0,0
12,0,0.15000000000000002,35,1,0.08333333333333333,1,0,0,0
12,0,0.2,35,1,0.08333333333333333,1,0,0,0
12,0,0.25,35,1,0.08333333333333333,1,0,0,0
12,0,0.3,35,1,0.08333333333333333,1,0,0,0
12,1,0.05,35,12.3724,1.0310333333333335,0,0.9477,0.0523,0
12,1,0.1,35,11.7316,0.9776333333333334,0,0.8943,0.1057,0
12,1,0.15000000000000002,35,11.2624,0.9385333333333333,0,0.8552,0.1448,0
12,1,0.2,35,10.5976,0.8831333333333333,0,0.7998,0.2002,0
12,1,0.25,35,10.0804,0.8400333333333333,0,0.7567,0.2433,0
12,1,0.3,35,9.466,0.7888333333333333,0,0.7055,0.2945,0
12,2,0.05,35,12.9604,1.0800333333333334,0,0.9967,0.0033,0
12,2,0.1,35,12.8068,1.0672333333333335,0,0.9839,0.0161,0
12,2,0.15000000000000002,35,12.688,1.0573333333333335,0,0.974,0.026,0
12,2,0.2,35,12.49,1.0408333333333333,0,0.9575,0.0425,0
12,2,0.25,35,12.1984,1.0165333333333333,0,0.9332,0.0668,0
12,2,0.3,35,11.92,0.9933333333333333,0,0.91,0.09,0
12,3,0.05,35,12.9952,1.0829333333333333,0,0.9996,4e-4,0
12,3,0.1,35,12.9676,1.0806333333333333,0,0.9973,0.0027,0
12,3,0.15000000000000002,35,12.9448,1.0787333333333333,0,0.9954,0.0046,0
12,3,0.2,35,12.8776,1.0731333333333333,0,0.9898,0.0102,0
12,3,0.25,35,12.7636,1.0636333333333334,0,0.9803,0.0197,0
12,3,0.3,35,12.6196,1.0516333333333334,0,0.9683,0.0317,0
12,4,0.05,35,12.9964,1.0830333333333333,0,0.9997,3.0000000000000003e-4,0
12,4,0.1,35,12.9928,1.0827333333333333,0,0.9994,6.000000000000001e-4,0
12,4,0.15000000000000002,35,12.9868,1.0822333333333334,0,0.9989,0.0011,0
12,4,0.2,35,12.9712,1.0809333333333333,0,0.9976,0.0024,0
12,4,0.25,35,12.9232,1.0769333333333333,0,0.9936,0.0064,0
12,4,0.3,35,12.8812,1.0734333333333332,0,0.9901,0.0099,0
12,5,0.05,35,13,1.0833333333333333,0,1,0,0
12,5,0.1,35,12.9976,1.0831333333333333,0,0.9998,2e-4,0
12,5,0.15000000000000002,35,12.9964,1.0830333333333333,0,0.9997,3.0000000000000003e-4,0
12,5,0.2,35,12.9964,1.0830333333333333,0,0.9997,3.0000000000000003e-4,0
12,5,0.25,35,12.9712,1.0809333333333333,0,0.9976,0.0024000000000000002,0
12,5,0.3,35,12.9532,1.0794333333333335,0,0.9961,0.0039,0
12,6,0.05,35,13,1.0833333333333333,0,1,0,0
12,6,0.1,35,13,1.0833333333333333,0,1,0,0
12,6,0.15000000000000002,35,12.9976,1.0831333333333333,0,0.9998,2e-4,0
12,6,0.2,35,12.9976,1.0831333333333333,0,0.9998,2e-4,0
12,6,0.25,35,12.9868,1.0822333333333334,0,0.9989,0.0011,0
12,6,0.3,35,12.9748,1.0812333333333333,0,0.9979,0.0021,0
12,7,0.05,35,13,1.0833333333333333,0,1,0,0
12,7,0.1,35,13,1.0833333333333333,0,1,0,0
12,7,0.15000000000000002,35,12.9988,1.0832333333333333,0,0.9999,1e-4,0
12,7,0.2,35,12.9988,1.0832333333333333,0,0.9999,1e-4,0
12,7,0.25,35,12.9952,1.0829333333333333,0,0.9996,4e-4,0
12,7,0.3,35,12.988,1.0823333333333334,0,0.999,0.001,0
12,8,0.05,35,13,1.0833333333333333,0,1,0,0
12,8,0.1,35,13,1.0833333333333333,0,1,0,0
12,8,0.15000000000000002,35,12.9976,1.0831333333333333,0,0.9998,2e-4,0
12,8,0.2,35,12.9976,1.0831333333333333,0,0.9998,2e-4,0
12,8,0.25,35,13,1.0833333333333333,0,1,0,0
12,8,0.3,35,12.9928,1.0827333333333333,0,0.9994,6.000000000000001e-4,0
12,9,0.05,35,13,1.0833333333333333,0,1,0,0
12,9,0.1,35,12.9988,1.0832333333333333,0,0.9999,1e-4,0
12,9,0.15000000000000002,35,12.9976,1.0831333333333333,0,0.9998,2e-4,0
12,9,0.2,35,13,1.0833333333333333,0,1,0,0
12,9,0.25,35,12.9976,1.0831333333333333,0,0.9998,2e-4,0
12,9,0.3,35,12.9964,1.0830333333333333,0,0.9997,3.0000000000000003e-4,0
12,10,0.05,35,13,1.0833333333333333,0,1,0,0
12,10,0.1,35,12.9964,1.0830333333333333,0,0.9997,3.0000000000000003e-4,0
12,10,0.15000000000000002,35,12.9976,1.0831333333333333,0,0.9998,2e-4,0
12,10,0.2,35,12.9976,1.0831333333333333,0,0.9998,2e-4,0
12,10,0.25,35,12.9964,1.0830333333333333,0,0.9997,3.0000000000000003e-4,0
12,10,0.3,35,12.9988,1.0832333333333333,0,0.9999,1e-4,0
12,11,0.05,35,13,1.0833333333333333,0,1,0,0
12,11,0.1,35,13,1.0833333333333333,0,1,0,0
12,11,0.15000000000000002,35,13,1.0833333333333333,0,1,0,0
12,11,0.2,35,13,1.0833333333333333,0,1,0,0
12,11,0.25,35,13,1.0833333333333333,0,1,0,0
12,11,0.3,35,13,1.0833333333333333,0,1,0,0
12,12,0.05,35,12.9988,1.0832333333333333,0,0.9999,1e-4,0
12,12,0.1,35,13,1.0833333333333333,0,1,0,0
12,12,0.15000000000000002,35,12.9988,1.0832333333333333,0,0.9999,1e-4,0
12,12,0.2,35,12.9988,1.0832333333333333,0,0.9999,1e-4,0
12,12,0.25,35,12.9988,1.0832333333333333,0,0.9999,1e-4,0
12,12,0.3,35,13,1.0833333333333333,0,1,0,0
13,0,0.05,35,1,0.07692307692307693,1,0,0,0
13,0,0.1,35,1,0.07692307692307693,1,0,0,0
13,0,0.15000000000000002,35,1,0.07692307692307693,1,0,0,0
13,0,0.2,35,1,0.07692307692307693,1,0,0,0
13,0,0.25,35,1,0.07692307692307693,1,0,0,0
13,0,0.3,35,1,0.07692307692307693,1,0,0,0
13,1,0.05,35,13.2811,1.021623076923077,0,0.9447,0.0553,0
13,1,0.1,35,12.544,0.964923076923077,0,0.888,0.112,0
13,1,0.15000000000000002,35,12.0162,0.9243230769230769,0,0.8474,0.1526,0
13,1,0.2,35,11.3935,0.8764230769230769,0,0.7995,0.2005,0
13,1,0.25,35,10.7422,0.8263230769230769,0,0.7494,0.2506,0
13,1,0.3,35,10.1845,0.7834230769230769,0,0.7065,0.2935,0
13,2,0.05,35,13.9532,1.073323076923077,0,0.9964,0.0036,0
13,2,0.1,35,13.7959,1.0612230769230768,0,0.9843,0.0157,0
13,2,0.15000000000000002,35,13.6321,1.0486230769230769,0,0.9717,0.0283,0
13,2,0.2,35,13.441,1.033923076923077,0,0.957,0.043,0
13,2,0.25,35,13.155,1.011923076923077,0,0.935,0.065,0
13,2,0.3,35,12.817,0.9859230769230769,0,0.909,0.091,0
13,3,0.05,35,13.9961,1.076623076923077,0,0.9997,3.0000000000000003e-4,0
13,3,0.1,35,13.9727,1.0748230769230769,0,0.9979,0.0021,0
13,3,0.15000000000000002,35,13.9389,1.072223076923077,0,0.9953,0.0047,0
13,3,0.2,35,13.8674,1.0667230769230769,0,0.9898,0.0102,0
13,3,0.25,35,13.7465,1.0574230769230768,0,0.9805,0.0195,0
13,3,0.3,35,13.5892,1.045323076923077,0,0.9684,0.0316,0
13,4,0.05,35,13.9974,1.076723076923077,0,0.9998,2e-4,0
13,4,0.1,35,13.9948,1.076523076923077,0,0.9996,4e-4,0
13,4,0.15000000000000002,35,13.9909,1.076223076923077,0,0.9993,7e-4,0
13,4,0.2,35,13.9597,1.073823076923077,0,0.9969,0.0031,0
13,4,0.25,35,13.9207,1.0708230769230769,0,0.9939,0.0061,0
13,4,0.3,35,13.8544,1.065723076923077,0,0.9888,0.0112,0
13,5,0.05,35,13.9974,1.076723076923077,0,0.9998,2e-4,0
13,5,0.1,35,13.9974,1.076723076923077,0,0.9998,2e-4,0
13,5,0.15000000000000002,35,13.9948,1.076523076923077,0,0.9996,4e-4,0
13,5,0.2,35,13.9805,1.0754230769230768,0,0.9985,0.0015,0
13,5,0.25,35,13.9597,1.073823076923077,0,0.9969,0.0031,0
13,5,0.3,35,13.9402,1.072323076923077,0,0.9954,0.0046,0
13,6,0.05,35,13.9974,1.076723076923077,0,0.9998,2e-4,0
13,6,0.1,35,14,1.0769230769230769,0,1,0,0
13,6,0.15000000000000002,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,6,0.2,35,13.9922,1.076323076923077,0,0.9994,6.000000000000001e-4,0
13,6,0.25,35,13.9792,1.075323076923077,0,0.9984,0.0016,0
13,6,0.3,35,13.9818,1.0755230769230768,0,0.9986,0.0014,0
13,7,0.05,35,14,1.0769230769230769,0,1,0,0
13,7,0.1,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,7,0.15000000000000002,35,13.9961,1.076623076923077,0,0.9997,3.0000000000000003e-4,0
13,7,0.2,35,13.9961,1.076623076923077,0,0.9997,3.0000000000000003e-4,0
13,7,0.25,35,13.9961,1.076623076923077,0,0.9997,3.0000000000000003e-4,0
13,7,0.3,35,13.9831,1.075623076923077,0,0.9987,0.0013,0
13,8,0.05,35,14,1.0769230769230769,0,1,0,0
13,8,0.1,35,14,1.0769230769230769,0,1,0,0
13,8,0.15000000000000002,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,8,0.2,35,13.9974,1.076723076923077,0,0.9998,2e-4,0
13,8,0.25,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,8,0.3,35,13.9948,1.076523076923077,0,0.9996,4e-4,0
13,9,0.05,35,14,1.0769230769230769,0,1,0,0
13,9,0.1,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,9,0.15000000000000002,35,13.9948,1.076523076923077,0,0.9996,4e-4,0
13,9,0.2,35,13.9961,1.076623076923077,0,0.9997,3e-4,0
13,9,0.25,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,9,0.3,35,13.9935,1.076423076923077,0,0.9995,5e-4,0
13,10,0.05,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,10,0.1,35,14,1.0769230769230769,0,1,0,0
13,10,0.15000000000000002,35,13.9974,1.076723076923077,0,0.9998,2e-4,0
13,10,0.2,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,10,0.25,35,14,1.0769230769230769,0,1,0,0
13,10,0.3,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,11,0.05,35,14,1.0769230769230769,0,1,0,0
13,11,0.1,35,14,1.0769230769230769,0,1,0,0
13,11,0.15000000000000002,35,14,1.0769230769230769,0,1,0,0
13,11,0.2,35,14,1.0769230769230769,0,1,0,0
13,11,0.25,35,13.9974,1.076723076923077,0,0.9998,2e-4,0
13,11,0.3,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,12,0.05,35,14,1.0769230769230769,0,1,0,0
13,12,0.1,35,13.9974,1.076723076923077,0,0.9998,2e-4,0
13,12,0.15000000000000002,35,13.9974,1.076723076923077,0,0.9998,2e-4,0
13,12,0.2,35,14,1.0769230769230769,0,1,0,0
13,12,0.25,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,12,0.3,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
13,13,0.05,35,14,1.0769230769230769,0,1,0,0
13,13,0.1,35,14,1.0769230769230769,0,1,0,0
13,13,0.15000000000000002,35,14,1.0769230769230769,0,1,0,0
13,13,0.2,35,13.9974,1.076723076923077,0,0.9998,2e-4,0
13,13,0.25,35,14,1.0769230769230769,0,1,0,0
13,13,0.3,35,13.9987,1.0768230769230769,0,0.9999,1e-4,0
14,0,0.05,35,1,0.07142857142857142,1,0,0,0
14,0,0.1,35,1,0.07142857142857142,1,0,0,0
14,0,0.15000000000000002,35,1,0.07142857142857142,1,0,0,0
14,0,0.2,35,1,0.07142857142857142,1,0,0,0
14,0,0.25,35,1,0.07142857142857142,1,0,0,0
14,0,0.3,35,1,0.07142857142857142,1,0,0,0
14,1,0.05,35,14.1488,1.0106285714285714,0,0.9392,0.0608,0
14,1,0.1,35,13.4026,0.9573285714285714,0,0.8859,0.1141,0
14,1,0.15000000000000002,35,12.8748,0.9196285714285715,0,0.8482,0.1518,0
14,1,0.2,35,12.137,0.8669285714285715,0,0.7955,0.2045,0
14,1,0.25,35,11.5224,0.8230285714285713,0,0.7516,0.2484,0
14,1,0.3,35,10.7678,0.7691285714285714,0,0.6977,0.3023,0
14,2,0.05,35,14.9412,1.0672285714285714,0,0.9958,0.0042,0
14,2,0.1,35,14.7732,1.0552285714285714,0,0.9838,0.0162,0
14,2,0.15000000000000002,35,14.608,1.0434285714285714,0,0.972,0.028,0
14,2,0.2,35,14.3266,1.0233285714285714,0,0.9519,0.0481,0
14,2,0.25,35,14.0158,1.0011285714285714,0,0.9297,0.0703,0
14,2,0.3,35,13.7036,0.9788285714285714,0,0.9074,0.0926,0
14,3,0.05,35,14.9944,1.0710285714285714,0,0.9996,4e-4,0
14,3,0.1,35,14.9636,1.0688285714285715,0,0.9974,0.0026,0
14,3,0.15000000000000002,35,14.9132,1.0652285714285714,0,0.9938,0.0062,0
14,3,0.2,35,14.8432,1.0602285714285713,0,0.9888,0.0112,0
14,3,0.25,35,14.6934,1.0495285714285714,0,0.9781,0.0219,0
14,3,0.3,35,14.5142,1.0367285714285714,0,0.9653,0.0347,0
14,4,0.05,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,4,0.1,35,14.9916,1.0708285714285715,0,0.9994,6.000000000000001e-4,0
14,4,0.15000000000000002,35,14.9818,1.0701285714285713,0,0.9987,0.0013,0
14,4,0.2,35,14.9594,1.0685285714285715,0,0.9971,0.0029,0
14,4,0.25,35,14.8754,1.0625285714285715,0,0.9911,0.0089,0
14,4,0.3,35,14.8334,1.0595285714285714,0,0.9881,0.0119,0
14,5,0.05,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,5,0.1,35,15,1.0714285714285714,0,1,0,0
14,5,0.15000000000000002,35,14.9944,1.0710285714285714,0,0.9996,4e-4,0
14,5,0.2,35,14.9874,1.0705285714285713,0,0.9991,9e-4,0
14,5,0.25,35,14.9692,1.0692285714285714,0,0.9978,0.0022,0
14,5,0.3,35,14.9412,1.0672285714285714,0,0.9958,0.0042,0
14,6,0.05,35,15,1.0714285714285714,0,1,0,0
14,6,0.1,35,15,1.0714285714285714,0,1,0,0
14,6,0.15000000000000002,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,6,0.2,35,14.993,1.0709285714285715,0,0.9995,5e-4,0
14,6,0.25,35,14.9916,1.0708285714285715,0,0.9994,6e-4,0
14,6,0.3,35,14.9748,1.0696285714285714,0,0.9982,0.0018,0
14,7,0.05,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,7,0.1,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,7,0.15000000000000002,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,7,0.2,35,14.9958,1.0711285714285714,0,0.9997,3.0000000000000003e-4,0
14,7,0.25,35,14.993,1.0709285714285715,0,0.9995,5e-4,0
14,7,0.3,35,14.9888,1.0706285714285715,0,0.9992,8e-4,0
14,8,0.05,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,8,0.1,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,8,0.15000000000000002,35,14.9972,1.0712285714285714,0,0.9998,2e-4,0
14,8,0.2,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,8,0.25,35,14.9944,1.0710285714285714,0,0.9996,4e-4,0
14,8,0.3,35,14.9902,1.0707285714285715,0,0.9993,7e-4,0
14,9,0.05,35,15,1.0714285714285714,0,1,0,0
14,9,0.1,35,14.9958,1.0711285714285714,0,0.9997,3.0000000000000003e-4,0
14,9,0.15000000000000002,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,9,0.2,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,9,0.25,35,15,1.0714285714285714,0,1,0,0
14,9,0.3,35,14.9972,1.0712285714285714,0,0.9998,2e-4,0
14,10,0.05,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,10,0.1,35,15,1.0714285714285714,0,1,0,0
14,10,0.15000000000000002,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,10,0.2,35,15,1.0714285714285714,0,1,0,0
14,10,0.25,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,10,0.3,35,14.9972,1.0712285714285714,0,0.9998,2e-4,0
14,11,0.05,35,15,1.0714285714285714,0,1,0,0
14,11,0.1,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
14,11,0.15000000000000002,35,15,1.0714285714285714,0,1,0,0
14,11,0.2,35,14.9972,1.0712285714285714,0,0.9998,2e-4,0
14,11,0.25,35,14.9986,1.0713285714285714,0,0.9999,1e-4,0
