"","pool","pos","prevalence","prob_sim","prob_test","prob_bin"
"384",12,8,0.001,3.58026585173733e-06,4.17697682702688e-06,4.93022968020495e-22
"385",12,9,0.001,1.19342195057911e-06,1.19342195057911e-07,2.19340659780002e-25
"386",12,10,0.001,0,0,6.5868066e-29
"387",12,11,0.001,0,0,1.19879999999998e-32
"388",12,12,0.001,0,0,1e-36
"389",12,0,0.01,0.886384871716129,0.886384871716129,0.886384871716129
"390",12,1,0.01,0.0158947564469135,0.0189998579029117,0.107440590511046
"391",12,2,0.01,0.0354933660758812,0.0369794519538343,0.00596892169505811
"392",12,3,0.01,0.033198340484547,0.0327768283586139,0.000200973794446401
"393",12,4,0.01,0.0195872481161393,0.0169843255271558,4.56758623741821e-06
"394",12,5,0.01,0.00728272972299612,0.00609431548114683,7.38195755542336e-08
"395",12,6,0.01,0.00181784205254193,0.00148154127282167,8.69927658046525e-10
"396",12,7,0.01,0.000306760846366451,0.000257906341204387,7.53184119520798e-12
"397",12,8,0.01,3.40845384851612e-05,3.97652948993548e-05,4.75495024949999e-14
"398",12,9,0.01,0,1.13615128283871e-06,2.13465780000002e-16
"399",12,10,0.01,0,0,6.46866000000008e-19
"400",12,11,0.01,0,0,1.188e-21
"401",12,12,0.01,0,0,1e-24
"402",12,0,0.03,0.693842360995438,0.693842360995438,0.693842360995438
"403",12,1,0.03,0.0367695324444479,0.0511987419707329,0.257508505111709
"404",12,2,0.03,0.0862446069075852,0.0996481883432049,0.0438029931375588
"405",12,3,0.03,0.0926126857988801,0.0883234172764262,0.00451577248840812
"406",12,4,0.03,0.0564860843963417,0.045767505454792,0.000314241899966545
"407",12,5,0.03,0.02482938452327,0.0164222957562047,1.55501146375197e-05
"408",12,6,0.03,0.00734778333610949,0.00399229561261949,5.61086610632155e-07
"409",12,7,0.03,0.00159201972282372,0.000694977840540356,1.48741664085108e-08
"410",12,8,0.03,0.000275541875104106,0.000107155173651597,2.87516103257294e-10
"411",12,9,0.03,0,3.06157639004562e-06,3.95211138498001e-12
"412",12,10,0.03,0,0,3.66690747059999e-14
"413",12,11,0.03,0,0,2.06199108000001e-16
"414",12,12,0.03,0,0,5.31441000000001e-19
"415",12,0,0.05,0.540360087662637,0.540360087662637,0.540360087662637
"416",12,1,0.05,0.0457341712775677,0.0768655825401773,0.341280055365876
"417",12,2,0.05,0.113990698259666,0.149603598667565,0.0987915949743325
"418",12,3,0.05,0.134260818393744,0.132601518310206,0.0173318587674268
"419",12,4,0.05,0.0990983650999355,0.0687115704953125,0.00205245695930054
"420",12,5,0.05,0.0462397751811387,0.0246550848977762,0.000172838480783203
"421",12,6,0.05,0.0157196850019378,0.00599370445687922,1.06128891708985e-05
"422",12,7,0.05,0.00367711929869891,0.00104338260100581,4.78776955078126e-07
"423",12,8,0.05,0.000781387850973518,0.000160873969318077,1.57492419433593e-08
"424",12,9,0.05,0.000137891973701209,4.59639912337363e-06,3.684033203125e-10
"425",12,10,0.05,0,0,5.81689453125001e-12
"426",12,11,0.05,0,0,5.56640625e-14
"427",12,12,0.05,0,0,2.44140625e-16
"428",12,0,0.1,0.282429536481,0.282429536481,0.282429536481
"429",12,1,0.1,0.0370266359175804,0.119999308614282,0.376572715308
"430",12,2,0.1,0.12801457069179,0.233554834466164,0.230127770466
"431",12,3,0.1,0.192524155362148,0.207011903020596,0.08523250758
"432",12,4,0.1,0.182765197058289,0.107269608591455,0.021308126895
"433",12,5,0.1,0.111510450030853,0.0384904796631592,0.003788111448
"434",12,6,0.1,0.0477184358240135,0.00935711884428776,0.000491051484000001
"435",12,7,0.1,0.0145666804094357,0.00162888495218813,4.6766808e-05
"436",12,8,0.1,0.0030137959467798,0.00025114966223165,3.24769500000001e-06
"437",12,9,0.1,0.0003587852317595,7.17570463519e-06,1.6038e-07
"438",12,10,0.1,7.17570463519e-05,0,5.34599999999998e-09
"439",12,11,0.1,0,0,1.08e-10
"440",12,12,0.1,0,0,1e-12
"441",13,0,0.001,0.987077714713715,0.987077714713715,0.987077714713715
"442",13,1,0.001,0.00184788679593879,0.00185499405284625,0.0128448551464247
"443",13,2,0.001,0.00387927004294283,0.00389115854540621,7.7146277155704e-05
"444",13,3,0.001,0.00372161816245015,0.00377356574930102,2.83152835739987e-07
"445",13,4,0.001,0.00223813981158461,0.00221332902383494,7.08590680029998e-10
"446",13,5,0.001,0.000899391055925453,0.000889957787666465,1.27673996401802e-12
"447",13,6,0.001,0.000262322391311591,0.000239320723502003,1.70402397600003e-15
"448",13,7,0.001,6.59036549600548e-05,5.11722497336896e-05,1.70572970570573e-18
"449",13,8,0.001,6.46114264314263e-06,8.14103973035971e-06,1.28057785713644e-21
"450",13,9,0.001,1.29222852862853e-06,6.46114264314263e-07,7.12144287140719e-25
"451",13,10,0.001,0,0,2.85142857714001e-28
"452",13,11,0.001,0,0,7.78440779999987e-32
"453",13,12,0.001,0,0,1.29870000000002e-35
"454",13,13,0.001,0,0,1e-39
"455",13,0,0.01,0.877521022998968,0.877521022998968,0.877521022998968
"456",13,1,0.01,0.0153711116136295,0.0175818571484982,0.115230033323097
"457",13,2,0.01,0.0348330210590935,0.0368808695545508,0.00698363838321799
"458",13,3,0.01,0.0359475797498029,0.0357663108638414,0.000258653273452518
"459",13,4,0.01,0.0230750392669945,0.0209781991807368,6.53164831950803e-06
"460",13,5,0.01,0.00947987281987989,0.00843512714606109,1.18757242172873e-07
"461",13,6,0.01,0.00291499965262457,0.00226831065405912,1.5994241370084e-09
"462",13,7,0.01,0.00068588227120578,0.000485016748924087,1.61557993637212e-11
"463",13,8,0.01,0.000159222670101342,7.71617555106503e-05,1.2239241942213e-13
"464",13,9,0.01,1.22478977001032e-05,6.12394885005161e-06,6.86826147150005e-16
"465",13,10,0.01,0,0,2.77505513999998e-18
"466",13,11,0.01,0,0,7.64477999999995e-21
"467",13,12,0.01,0,0,1.287e-23
"468",13,13,0.01,0,0,1.00000000000001e-26
"469",13,0,0.03,0.673027090165575,0.673027090165575,0.673027090165575
"470",13,1,0.03,0.0325665018195088,0.0469369612067318,0.270598520788221
"471",13,2,0.03,0.081939411204507,0.0984580826093422,0.0502141584967833
"472",13,3,0.03,0.0951164194708344,0.0954826291298489,0.00569438910788263
"473",13,4,0.03,0.0704953593603021,0.0560039199964404,0.000440287817619792
"474",13,5,0.03,0.032729988274426,0.0225186243002969,2.45108681973904e-05
"475",13,6,0.03,0.0105285276966685,0.00605553829013356,1.01075745143878e-06
"476",13,7,0.03,0.00313893993441048,0.00129481272294432,3.12605397352201e-08
"477",13,8,0.03,0.00039236749180131,0.000205992933195688,7.251156124149e-10
"478",13,9,0.03,6.53945819668851e-05,1.63486454917213e-05,1.24590311411495e-11
"479",13,10,0.03,0,0,1.54132344014221e-13
"480",13,11,0.03,0,0,1.30008537594e-15
"481",13,12,0.03,0,0,6.70147101000004e-18
"482",13,13,0.03,0,0,1.594323e-20
"483",13,0,0.05,0.513342083279505,0.513342083279505,0.513342083279505
"484",13,1,0.05,0.0362073490040048,0.0698597439452271,0.351234056980714
"485",13,2,0.05,0.107259404845197,0.146542431882876,0.11091601799391
"486",13,3,0.05,0.139816819473798,0.142113844840719,0.0214048455777721
"487",13,4,0.05,0.112758639304139,0.0833547679758864,0.00281642704970685
"488",13,5,0.05,0.0600049211316371,0.0335161307245405,0.00026681940470907
"489",13,6,0.05,0.022629593127503,0.00901290461766357,1.87241687515137e-05
"490",13,7,0.05,0.00700787400077513,0.00192716535021316,9.85482565869144e-07
"491",13,8,0.05,0.000827318458424842,0.000306594487533912,3.89006276000977e-08
"492",13,9,0.05,0.000145997375016149,2.43328958360248e-05,1.13744525146484e-09
"493",13,10,0.05,0,0,2.39462158203125e-11
"494",13,11,0.05,0,0,3.43725585937502e-13
"495",13,12,0.05,0,0,3.01513671875001e-15
"496",13,13,0.05,0,0,1.220703125e-17
"497",13,0,0.1,0.2541865828329,0.2541865828329,0.2541865828329
"498",13,1,0.1,0.0305783501038511,0.107061516034337,0.3671583974253
"499",13,2,0.1,0.113811127459699,0.224579336177357,0.2447722649502
"500",13,3,0.1,0.189660351985594,0.217792434081137,0.0997220338686001
"501",13,4,0.1,0.190406165402761,0.127742922092381,0.0277005649635
"502",13,5,0.1,0.128951139828192,0.0513641700402982,0.0055401129927
"503",13,6,0.1,0.0616041882580025,0.0138124644859347,0.0008207574804
"504",13,7,0.1,0.0225981465401631,0.00295342113198172,9.11952755999999e-05
"505",13,8,0.1,0.00678690209622061,0.000469862452815273,7.5996063e-06
"506",13,9,0.1,0.00119330146746736,3.7290670858355e-05,4.691115e-07
"507",13,10,0.1,0.00014916268343342,0,2.08494e-08
"508",13,11,0.1,7.458134171671e-05,0,6.318e-10
"509",13,12,0.1,0,0,1.17e-11
"510",13,13,0.1,0,0,1e-13
"511",14,0,0.001,0.986090636999001,0.986090636999001,0.986090636999001
"512",14,1,0.001,0.00169694228612188,0.00169054397914142,0.013819088005992
"513",14,2,0.001,0.00374718239246913,0.00386290829263744,8.99139860249732e-05
"514",14,3,0.001,0.0040698796140923,0.00410938220501514,3.60015960059952e-07
"515",14,4,0.001,0.0027276260844959,0.00263957981669958,9.91034925089963e-10
"516",14,5,0.001,0.00116560461948371,0.00114432329409219,1.984053904084e-12
"517",14,6,0.001,0.000395025909228371,0.000362338906176024,2.97905991604202e-15
"518",14,7,0.001,8.76289869062936e-05,8.2204335335904e-05,3.40804795200003e-18
"519",14,8,0.001,1.94731082013986e-05,1.57175801911289e-05,2.98502698498502e-21
"520",14,9,0.001,0,2.08640445014985e-06,1.99200999999e-24
"521",14,10,0.001,0,2.7818726001998e-07,9.97002001997006e-28
"522",14,11,0.001,0,0,3.62909091636007e-31
"523",14,12,0.001,0,0,9.08180910000007e-35
"524",14,13,0.001,0,0,1.39860000000001e-38
"525",14,14,0.001,0,0,1e-42
"526",14,0,0.01,0.868745812768978,0.868745812768978,0.868745812768978
"527",14,1,0.01,0.014254204733289,0.0159526339160584,0.122852943219856
"528",14,2,0.01,0.0337979532119881,0.0364519128777994,0.00806610233261678
"529",14,3,0.01,0.038536229371028,0.0387777370755331,0.000325903124550172
"530",14,4,0.01,0.0259358273968499,0.024908107110831,9.05286457083813e-06
"531",14,5,0.01,0.0126266528116243,0.0107982819834962,1.82886152946225e-07
"532",14,6,0.01,0.00468577448414748,0.00341917157736812,2.77100231736704e-09
"533",14,7,0.01,0.00112878601018679,0.000775712246535339,3.19884827401679e-11
"534",14,8,0.01,0.000196881280846533,0.000148317231571055,2.82726488865121e-13
"535",14,9,0.01,9.18779310617152e-05,1.96881280846533e-05,1.90388207989979e-15
"536",14,10,0.01,0,2.62508374462044e-06,9.61556606010004e-18
"537",14,11,0.01,0,0,3.53188836e-20
"538",14,12,0.01,0,0,8.91891000000007e-23
"539",14,13,0.01,0,0,1.38600000000001e-25
"540",14,14,0.01,0,0,1.00000000000001e-28
"541",14,0,0.03,0.652836277460607,0.652836277460607,0.652836277460608
"542",14,1,0.03,0.0269051884968029,0.0421942788374378,0.282671377869541
"543",14,2,0.03,0.0802295362788536,0.0964143090236401,0.0568256893655264
"544",14,3,0.03,0.0987680790624572,0.102566050187038,0.00702998218954965
"545",14,4,0.03,0.0780424048268555,0.0658812596263005,0.000597910856327676
"546",14,5,0.03,0.0415902139602192,0.0285611594533158,3.69841766800625e-05
"547",14,6,0.03,0.0165249931928751,0.00904361497215118,1.71576077381733e-06
"548",14,7,0.03,0.00413124829821877,0.00205173760020781,6.06454470863267e-08
"549",14,8,0.03,0.000867909306348482,0.000392295006469514,1.64117833609904e-09
"550",14,9,0.03,0.000104149116761818,5.20745583809089e-05,3.38387285793618e-11
"551",14,10,0.03,0,6.94327445078785e-06,5.23279307928278e-13
"552",14,11,0.03,0,0,5.88505313508839e-15
"553",14,12,0.03,0,0,4.55029881579003e-17
"554",14,13,0.03,0,0,2.165090634e-19
"555",14,14,0.03,0,0,4.782969e-22
"556",14,0,0.05,0.48767497911553,0.48767497911553,0.48767497911553
"557",14,1,0.05,0.0313542912781296,0.0622679830382985,0.359339458295654
"558",14,2,0.05,0.0959584764116613,0.142282904800035,0.12293191994325
"559",14,3,0.05,0.142323890801706,0.151361304170108,0.0258804041985789
"560",14,4,0.05,0.123572795037334,0.097223919213246,0.00374584797611011
"561",14,5,0.05,0.0726989204635063,0.0421489794681654,0.000394299786958959
"562",14,6,0.05,0.0329937313449599,0.0133460667940405,3.11289305493915e-05
"563",14,7,0.05,0.0105026629281316,0.00302784087342722,1.87241687515137e-06
"564",14,8,0.05,0.00271532261068769,0.000578927273599452,8.62297245135502e-08
"565",14,9,0.05,0.000204930008353788,7.68487531326706e-05,3.02560436889651e-09
"566",14,10,0.05,0,1.02465004176894e-05,7.96211676025393e-11
"567",14,11,0.05,0,0,1.52385009765626e-12
"568",14,12,0.05,0,0,2.00506591796875e-14
"569",14,13,0.05,0,0,1.62353515625e-16
"570",14,14,0.05,0,0,6.10351562500001e-19
"571",14,0,0.1,0.22876792454961,0.22876792454961,0.22876792454961
"572",14,1,0.1,0.0252964120747728,0.0937355464502404,0.35586121596606
"573",14,2,0.1,0.0941674364124926,0.214186571994082,0.25701087819771
"574",14,3,0.1,0.168668454901,0.227852804371063,0.11422705697676
"575",14,4,0.1,0.200983078862372,0.14635671095822,0.03490271185401
"576",14,5,0.1,0.152009842071272,0.0634492628473036,0.00775615818978
"577",14,6,0.1,0.0839100498090024,0.0200905955654827,0.00129269303163
"578",14,7,0.1,0.0344740737726324,0.0045579815659118,0.00016415149608
"579",14,8,0.1,0.00871492245258941,0.000871492245258941,1.595917323e-05
"580",14,9,0.1,0.00231369622635117,0.000115684811317558,1.18216098e-06
"581",14,10,0.1,0.000616985660360312,1.54246415090078e-05,6.56756100000003e-08
"582",14,11,0.1,7.7123207545039e-05,0,2.65356e-09
"583",14,12,0.1,0,0,7.37100000000001e-11
"584",14,13,0.1,0,0,1.26000000000001e-12
"585",14,14,0.1,0,0,1.00000000000001e-14
"586",15,0,0.001,0.985104546362002,0.985104546362002,0.985104546362002
"587",15,1,0.001,0.0014925244545274,0.00152171954365788,0.014791359554985
"588",15,2,0.001,0.0038221734035103,0.00379491472335276,0.00010364316004494
"589",15,3,0.001,0.00435245155302303,0.00432817196359309,4.49569930124866e-07
"590",15,4,0.001,0.0030520784504258,0.0030706977674733,1.35005985022482e-09
"591",15,5,0.001,0.00145528582043241,0.00149118386369998,2.97310477526985e-12
"592",15,6,0.001,0.000522830422693731,0.000521191922793552,4.96013476021e-15
"593",15,7,0.001,0.00015342317247138,0.000134356991814742,6.38369982009008e-18
"594",15,8,0.001,4.31968155501943e-05,2.84503164485763e-05,6.39008991000008e-21
"595",15,9,0.001,1.4895453637998e-06,3.87281794587949e-06,4.97504497497506e-24
"596",15,10,0.001,0,8.93727218279883e-07,2.98801499998498e-27
"597",15,11,0.001,0,0,1.35954818454136e-30
"598",15,12,0.001,0,0,4.53636364544996e-34
"599",15,13,0.001,0,0,1.04790105000002e-37
"600",15,14,0.001,0,0,1.49849999999998e-41
"601",15,15,0.001,0,0,1e-45
"602",15,0,0.01,0.860058354641288,0.860058354641288,0.860058354641289
"603",15,1,0.01,0.013574339599795,0.014296438489846,0.130311871915347
"604",15,2,0.01,0.032690368355795,0.0356529329880389,0.00921397074148916
"605",15,3,0.01,0.0396174798010512,0.0406628438918808,0.000403305116630839
"606",15,4,0.01,0.0298355587904773,0.0288489701906984,1.22213671706314e-05
"607",15,5,0.01,0.0160233183935725,0.0140095581168606,2.71585937125144e-07
"608",15,6,0.01,0.00621340905392679,0.00489655817110132,4.57215382365561e-09
"609",15,7,0.01,0.00156734642801757,0.00126227364113558,5.93786210864367e-11
"610",15,8,0.01,0.000349854113396779,0.000267288542635139,5.99784051378146e-13
"611",15,9,0.01,6.99708226793558e-05,3.6384827793265e-05,4.71210814775203e-15
"612",15,10,0.01,0,8.39649872152269e-06,2.85582311984973e-17
"613",15,11,0.01,0,0,1.31121355365001e-19
"614",15,12,0.01,0,0,4.41486045000002e-22
"615",15,13,0.01,0,0,1.029105e-24
"616",15,14,0.01,0,0,1.48499999999999e-27
"617",15,15,0.01,0,0,1e-30
"618",15,0,0.03,0.633251189136789,0.633251189136789,0.633251189136789
"619",15,1,0.03,0.0240587219926266,0.0374670585177856,0.293776324857274
"620",15,2,0.03,0.0755502550378214,0.0934365945436202,0.0636010600206468
"621",15,3,0.03,0.101369371322591,0.106566201972523,0.00852385340482895
"622",15,4,0.03,0.0865160444826314,0.0756052673594509,0.000790872996324337
"623",15,5,0.03,0.0489242913691523,0.036715223455516,5.38119770694909e-05
"624",15,6,0.03,0.0214914803165842,0.0128325408921037,2.77381325100469e-06
"625",15,7,0.03,0.0066014785955378,0.00330807427398616,1.10298906888257e-07
"626",15,8,0.03,0.00176039429214341,0.000700490228748733,3.4113063986059e-09
"627",15,9,0.03,0.000403423691949532,9.53546908244348e-05,8.20589168049528e-11
"628",15,10,0.03,3.66748810863211e-05,2.20049286517927e-05,1.52274278607128e-12
"629",15,11,0.03,3.66748810863211e-05,0,2.14068807788839e-14
"630",15,12,0.03,0,0,2.20689492565815e-16
"631",15,13,0.03,0,0,1.57510343623499e-18
"632",15,14,0.03,0,0,6.95921989499999e-21
"633",15,15,0.03,0,0,1.43489069999999e-23
"634",15,0,0.05,0.463291230159753,0.463291230159753,0.463291230159753
"635",15,1,0.05,0.0262987297221721,0.0548301679268796,0.365756234336647
"636",15,2,0.05,0.0919918831506183,0.1367372932922,0.13475229686087
"637",15,3,0.05,0.137236432448151,0.155951467252481,0.0307329799858125
"638",15,4,0.05,0.132942762289429,0.110642512902567,0.00485257578723355
"639",15,5,0.05,0.084853656511743,0.0537299149487071,0.000561877196416517
"640",15,6,0.05,0.0423999928173795,0.0187794398567102,4.928747336987e-05
"641",15,7,0.05,0.0157255669563192,0.00484111310395903,3.33524255886338e-06
"642",15,8,0.05,0.004347341035706,0.00102511375039487,1.75539082045441e-07
"643",15,9,0.05,0.000644050523808296,0.000139544280158464,7.18581037612917e-09
"644",15,10,0.05,0.000214683507936099,3.22025261904148e-05,2.26920327667236e-10
"645",15,11,0.05,5.36708769840247e-05,0,5.42871597290039e-12
"646",15,12,0.05,0,0,9.5240631103516e-14
"647",15,13,0.05,0,0,1.15676879882813e-15
"648",15,14,0.05,0,0,8.69750976562497e-18
"649",15,15,0.05,0,0,3.05175781250001e-20
"650",15,0,0.1,0.205891132094649,0.205891132094649,0.205891132094649
"651",15,1,0.1,0.0189792019429379,0.0811261619452106,0.343151886824415
"652",15,2,0.1,0.0779814908283055,0.202315116276246,0.266895911974545
"653",15,3,0.1,0.164062892109246,0.230744213747258,0.128505439098855
"654",15,4,0.1,0.192333167806676,0.163705543118688,0.0428351463662851
"655",15,5,0.1,0.167477560241239,0.0794982387660047,0.010470813556203
"656",15,6,0.1,0.103472385488067,0.0277858692880082,0.001939039547445
"657",15,7,0.1,0.0475671211875305,0.00716286198850627,0.000277005649635
"658",15,8,0.1,0.0161998209052692,0.00151674793769922,3.0778405515e-05
"659",15,9,0.1,0.00500288586780371,0.000206468305655391,2.659862205e-06
"660",15,10,0.1,0.000952930641486421,4.76465320743211e-05,1.77324147e-07
"661",15,11,0.1,0,0,8.95576499999999e-09
"662",15,12,0.1,7.94108867905351e-05,0,3.31695000000002e-10
"663",15,13,0.1,0,0,8.50500000000001e-12
"664",15,14,0.1,0,0,1.35000000000001e-13
"665",15,15,0.1,0,0,1e-15
"666",16,0,0.001,0.98411944181564,0.98411944181564,0.98411944181564
"667",16,1,0.001,0.00133079077584937,0.00136604561501865,0.015761672741792
"668",16,2,0.001,0.00354771669838604,0.00367873130340701,0.00011833087643988
"669",16,3,0.001,0.00460536187346442,0.00451404866390435,5.52763520239682e-07
"670",16,4,0.001,0.00357630170311789,0.00349864577359637,1.79827972049946e-09
"671",16,5,0.001,0.00183420447029359,0.00184405041636789,4.32019152071942e-12
"672",16,6,0.001,0.000681275946109047,0.000701444255003184,7.92827940071964e-15
"673",16,7,0.001,0.000238208372765401,0.000217087230380202,1.13374508804801e-17
"674",16,8,0.001,5.39938978268242e-05,5.0500175026265e-05,1.27673996401803e-20
"675",16,9,0.001,1.11163907290521e-05,8.41669583771084e-06,1.13601598400001e-23
"676",16,10,0.001,1.58805581843601e-06,1.58805581843601e-06,7.96007195996001e-27
"677",16,11,0.001,0,0,4.34620363634182e-30
"678",16,12,0.001,0,0,1.81273091272182e-33
"679",16,13,0.001,0,0,5.58321679439995e-37
"680",16,14,0.001,0,0,1.19760120000001e-40
"681",16,15,0.001,0,0,1.59840000000001e-44
"682",16,16,0.001,0,0,1e-48
"683",16,0,0.01,0.851457771094876,0.851457771094876,0.851457771094876
"684",16,1,0.01,0.0111109587221033,0.0127776025304188,0.137609336742606
"685",16,2,0.01,0.0310304716182805,0.0344098073258721,0.0104249497532277
"686",16,3,0.01,0.0417849289910115,0.0422231285662816,0.000491411772879422
"687",16,4,0.01,0.0347885900095802,0.032725338450088,1.61322046652336e-05
"688",16,5,0.01,0.0191619475287611,0.0172487236204631,3.91083749460207e-07
"689",16,6,0.01,0.00769448745728545,0.00656111025073935,7.24229165667052e-09
"690",16,7,0.01,0.00222813343357687,0.00203057226913305,1.04506373112129e-10
"691",16,8,0.01,0.000638731584292035,0.000472364287918296,1.18757242172873e-12
"692",16,9,0.01,8.91253373430747e-05,7.8727381319716e-05,1.0662827580056e-14
"693",16,10,0.01,0,1.48542228905124e-05,7.53937303640326e-17
"694",16,11,0.01,1.48542228905124e-05,0,4.15392453796317e-19
"695",16,12,0.01,0,0,1.74828473820001e-21
"696",16,13,0.01,0,0,5.43367440000006e-24
"697",16,14,0.01,0,0,1.17611999999999e-26
"698",16,15,0.01,0,0,1.58400000000003e-29
"699",16,16,0.01,0,0,1.00000000000001e-32
"700",16,0,0.03,0.614253653462685,0.614253653462685,0.614253653462686
"701",16,1,0.03,0.0221418402912419,0.0331819007291398,0.303960570785659
"702",16,2,0.03,0.0674284613747226,0.0893581411753689,0.0705063179657456
"703",16,3,0.03,0.0967837583462122,0.109648399003232,0.0101761696033035
"704",16,4,0.03,0.094662153440257,0.0849837776056358,0.00102286240857948
"705",16,5,0.03,0.0612565198301255,0.044792865759913,7.59238076471363e-05
"706",16,6,0.03,0.0300496403952568,0.0170384161265532,4.30495816555927e-06
"707",16,7,0.03,0.00987510647135525,0.00527315255716509,1.9020433721175e-07
"708",16,8,0.03,0.00277737369506866,0.00122667338198866,6.61793441329543e-09
"709",16,9,0.03,0.000655768789113435,0.000204445563664777,1.81936341258982e-10
"710",16,10,0.03,0.000115723903961194,3.85746346537315e-05,3.93882800663773e-12
"711",16,11,0.03,0,0,6.64469579376565e-14
"712",16,12,0.03,0,0,8.56275231155369e-16
"713",16,13,0.03,0,0,8.14853511012243e-18
"714",16,14,0.03,0,0,5.40035463852005e-20
"715",16,15,0.03,0,0,2.2269503664e-22
"716",16,16,0.03,0,0,4.30467209999999e-25
"717",16,0,0.05,0.440126668651765,0.440126668651765,0.440126668651766
"718",16,1,0.05,0.022842831919008,0.0481603039625751,0.370632984127803
"719",16,2,0.05,0.0812376203786289,0.129694657206819,0.146302493734659
"720",16,3,0.05,0.134481574189846,0.159143994435736,0.0359339458295654
"721",16,4,0.05,0.141312028832294,0.12334569362933,0.0061465959971625
"722",16,5,0.05,0.100553250310143,0.065012491236157,0.000776412125957367
"723",16,6,0.05,0.0519562451491162,0.0247296050456515,7.49169595222023e-05
"724",16,7,0.05,0.0198195159297275,0.00765346843953037,5.63285409941369e-06
"725",16,8,0.05,0.00610261931169576,0.00178039719368739,3.33524255886337e-07
"726",16,9,0.05,0.00128770866210094,0.000296732865614564,1.56034739595947e-08
"727",16,10,0.05,0.000223949332539294,5.59873331348235e-05,5.74864830090332e-10
"728",16,11,0.05,5.59873331348235e-05,0,1.65032965576172e-11
"729",16,12,0.05,0,0,3.6191439819336e-13
"730",16,13,0.05,0,0,5.86096191406253e-15
"731",16,14,0.05,0,0,6.61010742187503e-17
"732",16,15,0.05,0,0,4.63867187500002e-19
"733",16,16,0.05,0,0,1.52587890625e-21
"734",16,0,0.1,0.185302018885184,0.185302018885184,0.185302018885184
"735",16,1,0.1,0.0158866106317389,0.0700803203354965,0.329425811351438
"736",16,2,0.1,0.0679458116249756,0.188724787325247,0.274521509459532
"737",16,3,0.1,0.150148837919461,0.231577901131886,0.142344486386424
"738",16,4,0.1,0.185669669896067,0.179486112219405,0.051402175639542
"739",16,5,0.1,0.180700012211266,0.0946027295670524,0.0137072468372112
"740",16,6,0.1,0.119353254233321,0.0359852098258414,0.0027922169483208
"741",16,7,0.1,0.0609394089873882,0.0111369214018395,0.000443209039416
"742",16,8,0.1,0.0235447716542182,0.00259073957994511,5.5401129927e-05
"743",16,9,0.1,0.00806551001303668,0.000431789929990852,5.47171653599999e-06
"744",16,10,0.1,0.00162939596222963,8.14697981114816e-05,4.25577952799999e-07
"745",16,11,0.1,0.000488818788668889,0,2.57926031999999e-08
"746",16,12,0.1,0.000244409394334445,0,1.194102e-09
"747",16,13,0.1,8.14697981114816e-05,0,4.08240000000001e-11
"748",16,14,0.1,0,0,9.71999999999997e-13
"749",16,15,0.1,0,0,1.43999999999999e-14
"750",16,16,0.1,0,0,1e-16
"751",17,0,0.001,0.983135322373824,0.983135322373824,0.983135322373824
"752",17,1,0.001,0.00115185748186779,0.0012488293782183,0.0167300305108659
"753",17,2,0.001,0.00345051304231553,0.00350515459782434,0.000133974218305232
"754",17,3,0.001,0.00471367739651608,0.00469343978336467,6.7054163315932e-07
"755",17,4,0.001,0.00400536093621671,0.00388680225250469,2.34924496101864e-09
"756",17,5,0.001,0.0021704840104888,0.00220050313666339,6.11415104969818e-12
"757",17,6,0.001,0.00097477836679295,0.000939362543777981,1.22405426420384e-14
"758",17,7,0.001,0.000305250665033779,0.000307443073125181,1.92543928303192e-17
